-0.01	-0.00	1.00	0.11	0.05	-0.01	-0.00	-0.00	0.94	28.34
-0.00	-0.00	1.00	-0.07	-0.08	-0.01	-0.00	-0.00	0.95	28.32
-0.00	-0.00	1.00	0.05	-0.08	-0.07	-0.00	-0.00	0.95	28.33
-0.01	-0.00	1.00	-0.01	0.11	-0.01	-0.00	-0.00	0.95	28.31
-0.00	-0.00	1.00	0.05	-0.02	-0.07	-0.00	-0.00	0.95	28.34
-0.01	-0.00	1.00	0.11	-0.02	-0.01	-0.00	-0.00	0.95	28.33
-0.01	-0.00	1.00	-0.01	-0.02	-0.01	-0.00	-0.00	0.95	28.34
-0.00	-0.00	1.00	-0.01	0.11	-0.01	-0.00	-0.00	0.95	28.33
-0.01	-0.00	1.00	0.05	-0.02	0.05	-0.00	-0.00	0.95	28.31
-0.00	-0.00	1.00	0.05	-0.02	-0.07	-0.00	-0.00	0.95	28.32
-0.01	-0.00	1.00	0.05	0.05	-0.07	-0.00	-0.00	0.95	28.33
-0.01	-0.00	1.00	-0.07	-0.02	-0.01	-0.00	-0.00	0.95	28.31
-0.01	-0.00	1.00	-0.01	0.11	0.05	-0.00	-0.00	0.95	28.31
-0.00	-0.00	1.00	0.05	-0.02	-0.01	-0.00	-0.00	0.95	28.31
-0.00	-0.00	1.00	0.05	-0.08	-0.01	-0.00	-0.00	0.95	28.31
-0.01	-0.00	1.00	0.11	0.11	-0.01	-0.00	-0.00	0.95	28.31
-0.01	0.00	1.00	0.05	0.05	-0.13	-0.00	-0.00	0.95	28.34
-0.00	-0.00	1.00	0.05	-0.02	-0.01	-0.00	-0.00	0.95	28.33
-0.00	-0.00	1.00	-0.01	0.11	-0.01	-0.00	-0.00	0.95	28.33
-0.01	-0.00	1.00	0.05	0.11	0.05	-0.00	-0.00	0.95	28.32
-0.01	0.00	1.00	0.05	0.05	-0.13	-0.00	-0.00	0.95	28.34
-0.01	-0.00	1.00	-0.01	-0.08	0.05	-0.00	-0.00	0.96	28.32
-0.00	-0.00	1.00	-0.07	0.11	0.05	-0.00	-0.00	0.96	28.34
-0.00	-0.00	1.00	-0.01	0.05	-0.01	-0.00	-0.00	0.96	28.34
-0.01	-0.00	1.00	-0.01	-0.02	-0.07	-0.00	-0.00	0.96	28.34
-0.01	0.00	1.00	-0.01	0.11	-0.01	-0.00	-0.00	0.96	28.33
-0.01	-0.00	1.00	-0.01	0.05	-0.01	-0.00	-0.00	0.96	28.32
-0.00	-0.00	1.00	0.05	0.11	-0.01	-0.00	-0.00	0.96	28.33
-0.01	-0.00	1.00	0.11	0.11	0.05	-0.00	-0.00	0.96	28.32
-0.01	-0.00	1.00	0.05	0.05	-0.01	-0.00	-0.00	0.96	28.32
-0.00	-0.00	1.00	-0.01	-0.08	-0.07	-0.00	-0.00	0.96	28.32
-0.01	-0.00	1.00	-0.01	0.05	0.05	-0.00	-0.00	0.96	28.31
-0.00	-0.00	1.00	-0.01	0.05	-0.07	-0.00	-0.00	0.96	28.33
-0.01	-0.00	0.99	0.05	-0.02	-0.07	-0.00	-0.00	0.96	28.31
-0.00	-0.00	1.00	0.05	0.05	-0.13	-0.00	-0.00	0.96	28.33
-0.00	-0.00	1.00	-0.01	-0.02	0.05	-0.00	-0.00	0.96	28.32
-0.01	-0.00	1.00	-0.07	0.05	-0.13	-0.00	-0.00	0.96	28.31
-0.01	-0.00	1.00	0.05	0.05	-0.07	-0.00	-0.00	0.96	28.33
-0.00	-0.00	1.00	-0.07	0.05	-0.01	-0.00	-0.00	0.96	28.33
-0.01	-0.00	1.00	0.11	0.05	-0.01	-0.00	-0.00	0.96	28.33
-0.00	-0.00	1.00	-0.01	0.05	-0.01	-0.00	-0.00	0.96	28.34
-0.00	-0.00	1.00	0.05	-0.02	-0.13	-0.00	-0.00	0.96	28.33
-0.00	-0.00	1.00	0.05	0.11	-0.01	-0.00	-0.00	0.96	28.31
-0.00	-0.00	1.00	0.05	0.11	-0.01	-0.00	-0.00	0.96	28.34
-0.01	-0.00	1.00	-0.01	-0.08	-0.01	-0.00	-0.00	0.96	28.29
-0.00	-0.00	1.00	0.05	0.11	-0.07	-0.00	-0.00	0.96	28.30
-0.00	-0.00	0.99	0.05	0.11	-0.13	-0.00	-0.00	0.96	28.31
-0.01	-0.00	1.00	-0.01	0.11	-0.07	-0.00	-0.00	0.96	28.31
-0.01	-0.00	1.00	0.05	0.05	-0.01	-0.00	-0.00	0.97	28.32
-0.01	-0.00	1.00	0.05	0.11	-0.07	-0.00	-0.00	0.97	28.32
-0.01	-0.00	1.00	0.05	0.11	0.05	-0.00	-0.00	0.97	28.31
-0.01	-0.00	1.00	-0.01	-0.02	-0.01	-0.00	-0.00	0.97	28.32
-0.01	-0.00	1.00	-0.01	-0.08	-0.13	-0.00	-0.00	0.97	28.35
-0.01	-0.00	1.00	0.18	-0.02	0.05	-0.00	-0.00	0.97	28.33
-0.01	-0.00	1.00	0.05	0.05	-0.01	-0.00	-0.00	0.97	28.32
-0.01	-0.00	1.00	0.05	-0.02	-0.01	-0.00	-0.00	0.97	28.33
-0.01	-0.00	1.00	-0.01	0.11	-0.01	-0.00	-0.00	0.97	28.32
-0.01	-0.00	1.00	-0.07	0.05	-0.01	-0.00	-0.00	0.97	28.31
-0.00	-0.00	1.00	0.05	-0.02	-0.13	-0.00	-0.00	0.97	28.34
-0.01	-0.00	0.99	-0.07	0.05	-0.13	-0.00	-0.00	0.97	28.31
-0.01	-0.00	1.00	-0.01	0.05	-0.01	-0.00	-0.00	0.97	28.33
-0.01	-0.00	1.00	0.05	0.05	-0.07	-0.00	-0.00	0.97	28.31
-0.01	0.00	1.00	0.05	-0.02	-0.07	-0.00	-0.00	0.97	28.33
-0.00	-0.00	0.99	0.05	0.05	-0.07	-0.00	-0.00	0.97	28.31
-0.00	-0.00	1.00	0.05	-0.02	-0.07	-0.00	-0.00	0.97	28.33
-0.01	-0.00	1.00	0.11	-0.08	-0.13	-0.00	-0.00	0.97	28.32
-0.01	-0.00	1.00	0.11	0.05	-0.01	-0.00	-0.00	0.97	28.32
-0.00	-0.00	1.00	0.11	0.05	-0.07	-0.00	-0.00	0.97	28.32
-0.01	-0.00	1.00	0.11	-0.02	-0.01	-0.00	-0.00	0.97	28.31
-0.01	-0.00	1.00	0.11	0.05	-0.07	-0.00	-0.00	0.97	28.33
-0.00	-0.00	1.00	0.11	-0.08	-0.01	-0.00	-0.00	0.97	28.34
-0.01	-0.00	1.00	-0.01	-0.02	0.11	-0.00	-0.00	0.97	28.33
-0.00	-0.00	1.00	-0.01	0.05	-0.07	-0.00	-0.00	0.97	28.32
-0.01	-0.00	1.00	-0.01	0.11	-0.01	-0.00	-0.00	0.97	28.32
-0.01	-0.00	1.00	0.05	-0.08	-0.07	-0.00	-0.00	0.97	28.30
-0.01	-0.00	1.00	0.05	0.11	0.05	-0.00	-0.00	0.97	28.31
-0.00	-0.00	1.00	0.11	-0.08	-0.01	-0.00	-0.00	0.97	28.33
-0.01	-0.00	1.00	-0.01	0.11	-0.01	-0.00	-0.00	0.97	28.33
-0.00	-0.00	1.00	-0.13	0.11	-0.01	-0.00	-0.00	0.97	28.32
-0.01	-0.00	0.99	-0.01	0.05	-0.01	-0.00	-0.00	0.97	28.32
-0.01	-0.00	1.00	0.05	0.17	0.05	-0.00	-0.00	0.97	28.32
-0.00	-0.00	1.00	0.05	-0.02	0.05	-0.00	-0.00	0.97	28.31
-0.00	-0.00	1.00	-0.01	0.05	-0.07	-0.00	-0.00	0.97	28.31
-0.01	-0.00	0.99	-0.07	0.05	-0.01	-0.00	-0.00	0.97	28.32
-0.00	-0.00	1.00	0.11	-0.08	0.05	-0.00	-0.00	0.98	28.31
-0.01	-0.00	0.99	0.05	0.11	-0.07	-0.00	-0.00	0.98	28.34
-0.00	-0.00	1.00	-0.07	0.05	-0.01	-0.00	-0.00	0.98	28.32
-0.00	-0.00	1.00	-0.01	0.05	0.05	-0.00	-0.00	0.98	28.34
-0.00	-0.00	1.00	-0.01	-0.02	-0.01	-0.00	-0.00	0.98	28.29
-0.00	-0.00	1.00	0.05	0.11	-0.07	-0.00	-0.00	0.98	28.32
-0.01	-0.00	1.00	-0.07	0.11	0.05	-0.00	-0.00	0.98	28.32
-0.01	-0.00	1.00	-0.07	0.11	-0.07	-0.00	-0.00	0.98	28.30
-0.01	-0.00	1.00	-0.01	-0.02	-0.07	-0.00	-0.00	0.98	28.31
-0.01	-0.00	1.00	0.11	0.05	-0.07	-0.00	-0.00	0.98	28.33
-0.00	-0.00	1.00	0.05	-0.02	-0.01	-0.00	-0.00	0.98	28.32
-0.01	-0.00	1.00	0.05	0.05	-0.01	-0.00	-0.00	0.98	28.31
-0.00	-0.00	1.00	0.05	0.05	-0.07	-0.00	-0.00	0.98	28.34
-0.01	-0.00	1.00	0.05	0.05	0.05	-0.00	-0.00	0.98	28.32
-0.01	-0.00	1.00	0.05	0.05	-0.01	-0.00	-0.00	0.98	28.33
-0.00	-0.00	1.00	-0.01	0.11	0.05	-0.00	-0.00	0.98	28.33
-0.01	-0.00	1.00	0.05	-0.02	-0.01	-0.00	-0.00	0.98	28.32
-0.01	-0.00	1.00	-0.01	0.11	0.05	-0.00	-0.00	0.98	28.31
-0.01	-0.00	1.00	-0.01	0.11	-0.07	-0.00	-0.00	0.98	28.33
-0.01	-0.00	1.00	0.05	-0.08	-0.01	-0.00	-0.00	0.98	28.34
-0.00	-0.00	1.00	-0.07	-0.08	-0.01	-0.00	-0.00	0.98	28.34
-0.00	-0.00	1.00	-0.01	0.05	-0.07	-0.00	-0.00	0.98	28.34
-0.01	-0.00	1.00	-0.01	0.05	-0.01	-0.00	-0.00	0.98	28.32
-0.00	0.00	1.00	0.05	0.05	-0.07	-0.00	-0.00	0.98	28.30
-0.00	-0.00	1.00	-0.01	0.11	-0.01	-0.00	-0.00	0.98	28.32
-0.00	-0.00	1.00	0.05	0.05	-0.01	-0.00	-0.00	0.98	28.33
-0.01	-0.00	1.00	-0.01	-0.02	-0.13	-0.00	-0.00	0.98	28.33
-0.01	-0.00	1.00	-0.01	0.05	-0.07	-0.00	-0.00	0.98	28.32
-0.01	-0.00	1.00	-0.01	0.05	-0.13	-0.00	-0.00	0.98	28.31
-0.01	-0.00	1.00	0.05	0.05	-0.07	-0.00	-0.00	0.98	28.32
-0.01	-0.00	1.00	0.11	0.11	-0.01	-0.00	-0.00	0.98	28.34
-0.00	-0.00	1.00	-0.07	-0.02	-0.07	-0.00	-0.00	0.98	28.32
-0.00	-0.00	1.00	-0.01	0.05	0.05	-0.00	-0.00	0.98	28.34
-0.01	-0.00	1.00	-0.01	0.11	0.05	-0.00	-0.00	0.98	28.31
-0.00	-0.00	1.00	0.05	0.17	-0.07	-0.00	-0.00	0.98	28.32
-0.00	-0.00	1.00	0.11	0.11	-0.07	-0.00	-0.00	0.98	28.34
-0.01	-0.00	1.00	-0.07	0.11	-0.01	-0.00	-0.00	0.98	28.30
-0.01	-0.00	1.00	0.05	0.05	-0.01	-0.00	-0.00	0.98	28.32
-0.00	-0.00	1.00	-0.01	0.05	-0.01	-0.00	-0.00	0.98	28.33
-0.01	-0.00	1.00	0.05	0.11	-0.01	-0.00	-0.00	0.98	28.33
-0.01	-0.00	1.00	-0.07	-0.02	0.11	-0.00	-0.00	0.98	28.31
-0.01	-0.00	1.00	0.05	0.05	-0.07	-0.00	-0.00	0.98	28.31
-0.01	-0.00	1.00	0.05	-0.02	-0.07	-0.00	-0.00	0.98	28.32
-0.01	-0.00	1.00	-0.01	0.05	0.05	-0.00	-0.00	0.98	28.34
-0.00	-0.00	1.00	-0.01	0.05	-0.01	-0.00	-0.00	0.98	28.31
-0.01	0.00	1.00	-0.01	-0.02	-0.01	-0.00	-0.00	0.98	28.33
-0.01	-0.00	1.00	-0.07	0.05	0.05	-0.00	-0.00	0.98	28.32
-0.01	-0.00	1.00	-0.07	0.11	-0.07	-0.00	-0.00	0.98	28.34
-0.01	-0.00	1.00	0.05	0.05	-0.07	-0.00	-0.00	0.98	28.36
-0.00	-0.00	1.00	0.05	0.05	-0.07	-0.00	-0.00	0.98	28.31
-0.01	-0.00	1.00	-0.01	-0.02	-0.07	-0.00	-0.00	0.98	28.32
-0.01	-0.00	1.00	-0.01	0.05	-0.01	-0.00	-0.00	0.98	28.31
-0.00	-0.00	1.00	0.05	-0.02	-0.01	-0.00	-0.00	0.98	28.31
-0.01	-0.00	1.00	0.05	0.05	-0.07	-0.00	-0.00	0.98	28.31
-0.01	-0.00	0.99	-0.01	0.05	-0.01	-0.00	-0.00	0.98	28.31
-0.00	-0.00	1.00	-0.01	0.05	-0.01	-0.00	-0.00	0.98	28.32
-0.00	-0.00	1.00	-0.01	0.05	-0.01	-0.00	-0.00	0.98	28.31
-0.00	-0.00	1.00	-0.01	0.05	-0.01	-0.00	-0.00	0.99	28.32
-0.00	-0.00	1.00	0.05	-0.02	-0.07	-0.00	-0.00	0.99	28.32
-0.01	-0.00	1.00	0.05	0.05	0.05	-0.00	-0.00	0.99	28.32
-0.00	-0.00	1.00	0.11	-0.08	-0.01	-0.00	-0.00	0.99	28.30
-0.01	-0.00	1.00	0.05	0.05	-0.01	-0.00	-0.00	0.99	28.31
-0.00	0.00	0.99	0.05	0.05	-0.01	-0.00	-0.00	0.99	28.30
-0.00	-0.00	1.00	0.11	-0.08	-0.07	-0.00	-0.00	0.99	28.33
-0.01	-0.00	1.00	0.05	0.05	-0.13	-0.00	-0.00	0.99	28.31
-0.01	-0.00	1.00	-0.01	-0.02	-0.07	-0.00	-0.00	0.99	28.32
-0.01	-0.00	1.00	0.05	-0.02	-0.01	-0.00	-0.00	0.99	28.34
-0.01	-0.00	1.00	-0.01	0.05	-0.01	-0.00	-0.00	0.99	28.32
-0.00	-0.00	1.00	0.05	-0.02	-0.01	-0.00	-0.00	0.99	28.33
-0.01	-0.00	1.00	-0.01	0.05	-0.13	-0.00	-0.00	0.99	28.33
-0.00	-0.00	1.00	0.05	0.05	-0.01	-0.00	-0.00	0.99	28.31
-0.01	0.00	1.00	-0.01	0.11	0.05	-0.00	-0.00	0.99	28.32
-0.00	-0.00	1.00	-0.07	-0.02	-0.01	-0.00	-0.00	0.99	28.32
-0.01	-0.00	1.00	0.05	0.11	-0.01	-0.00	-0.00	0.99	28.31
-0.01	-0.00	1.00	-0.01	-0.02	0.05	-0.00	-0.00	0.99	28.31
-0.00	-0.00	1.00	0.05	0.17	-0.01	-0.00	-0.00	0.99	28.33
-0.00	-0.00	1.00	0.11	-0.02	-0.01	-0.00	-0.00	0.99	28.32
-0.01	-0.00	1.00	0.05	0.05	-0.07	-0.00	-0.00	0.99	28.30
-0.01	-0.00	1.00	-0.07	0.05	-0.01	-0.00	-0.00	0.99	28.30
-0.01	-0.00	1.00	-0.01	0.05	-0.01	-0.00	-0.00	0.99	28.33
-0.01	-0.00	1.00	-0.07	0.11	-0.01	-0.00	-0.00	0.99	28.31
-0.01	-0.00	1.00	0.05	0.05	0.05	-0.00	-0.00	0.99	28.32
-0.01	-0.00	1.00	-0.01	-0.02	-0.07	-0.01	-0.00	0.99	28.32
-0.00	-0.00	0.99	0.18	-0.02	-0.01	-0.00	-0.00	0.99	28.32
-0.00	-0.00	1.00	0.11	-0.02	0.05	-0.00	-0.00	0.99	28.32
-0.01	-0.00	1.01	0.11	-0.02	-0.01	-0.00	-0.00	0.99	28.32
-0.01	-0.00	1.00	0.05	0.11	-0.07	-0.00	-0.00	0.99	28.32
-0.01	-0.00	1.00	0.05	-0.08	-0.01	-0.01	-0.00	0.99	28.32
-0.01	-0.00	1.00	0.05	-0.02	-0.01	-0.01	-0.00	0.99	28.34
-0.00	-0.00	1.00	0.11	0.05	-0.01	-0.01	-0.00	0.99	28.32
-0.01	-0.00	1.00	-0.01	0.17	-0.07	-0.01	-0.00	0.99	28.31
-0.01	-0.00	1.00	-0.01	0.05	-0.13	-0.01	-0.00	0.99	28.31
-0.01	-0.00	1.00	0.05	-0.08	-0.01	-0.01	-0.00	0.99	28.31
-0.01	-0.00	1.00	-0.01	-0.02	-0.01	-0.01	-0.00	0.99	28.32
-0.01	-0.00	1.00	0.05	-0.02	-0.13	-0.01	-0.00	0.99	28.33
-0.01	-0.00	1.00	0.05	0.11	-0.01	-0.01	-0.00	0.99	28.32
-0.01	-0.00	1.00	0.05	-0.02	-0.19	-0.01	-0.00	0.99	28.32
-0.01	-0.00	1.00	0.05	-0.02	0.05	-0.01	-0.00	0.99	28.33
-0.01	-0.00	1.00	0.05	0.05	0.05	-0.01	-0.00	0.99	28.32
-0.01	-0.00	1.00	-0.01	0.11	-0.07	-0.01	-0.00	0.99	28.31
-0.01	-0.00	0.99	-0.01	-0.02	0.05	-0.01	-0.00	0.99	28.34
-0.01	-0.00	1.00	0.05	0.05	-0.01	-0.01	-0.00	0.99	28.32
-0.01	-0.00	1.00	-0.01	-0.02	0.05	-0.01	-0.00	0.99	28.32
-0.01	-0.00	1.00	0.05	-0.20	-0.01	-0.01	-0.00	0.99	28.32
-0.00	-0.00	1.00	0.05	-0.08	-0.07	-0.01	-0.00	0.99	28.33
-0.00	-0.00	1.00	0.11	0.05	0.05	-0.01	-0.00	0.99	28.32
-0.00	-0.00	1.00	0.05	0.05	-0.19	-0.01	-0.00	0.99	28.30
-0.00	-0.00	1.00	-0.07	-0.08	-0.07	-0.01	-0.00	0.99	28.29
-0.00	-0.00	1.00	-0.01	0.11	-0.01	-0.01	-0.00	0.99	28.31
-0.01	-0.00	0.99	-0.01	0.05	-0.01	-0.01	-0.00	0.99	28.32
-0.00	0.00	0.99	0.11	-0.02	-0.07	-0.01	-0.00	0.99	28.30
-0.01	-0.00	1.00	0.05	-0.02	-0.01	-0.01	-0.00	0.99	28.33
-0.00	-0.00	1.00	0.18	-0.08	-0.07	-0.01	-0.00	0.99	28.33
-0.01	-0.00	0.99	0.05	0.05	-0.07	-0.01	-0.00	0.99	28.31
-0.00	-0.00	1.00	-0.01	-0.02	0.05	-0.01	-0.00	0.99	28.34
